rank,finalWorth,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,lastName,firstName,title,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
1804,1600,Peter Sperling,63.0,United States,Phoenix,Education,Service,United States,,False,E,M,Sperling,Peter,,Arizona,West,1959.0,11.0,22.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1804,1600,Laurie Tisch,72.0,United States,New York,"Insurance, NFL team",Diversified,United States,,False,U,F,Tisch,Laurie,,New York,Northeast,1951.0,2.0,19.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1804,1600,Steven Tisch,74.0,United States,Beverly Hills,Insurance,Diversified,United States,,False,U,M,Tisch,Steven,,California,West,1949.0,2.0,14.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1804,1600,Michael Tojner,57.0,Austria,Vienna,"Batteries, investments",Manufacturing,Austria,,True,D,M,Tojner,Michael,,,,1966.0,3.0,31.0,118.06,1.5,"$446,314,739,528 ",85.1,103.1,81.6,25.4,51.4,8877067.0,47.516231,14.550072
1804,1600,August Troendle,67.0,United States,Cincinnati,Pharmaceutical services,Healthcare,United States,,True,U,M,Troendle,August,,Ohio,Midwest,1956.0,1.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1804,1600,Tseng Sing-ai,,Taiwan,,Petrochemicals,Manufacturing,Taiwan,,False,E,F,Tseng,Sing-ai,,,,,,,,,,,,,,,,,
1804,1600,Sekar Vembu,51.0,India,Chennai,Business software,Technology,India,,True,U,M,Vembu,Sekar,,,,1972.0,1.0,1.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1804,1600,Chris Wallin,70.0,Australia,Brisbane,Mining,Energy,Australia,,True,R,M,Wallin,Chris,,,,1953.0,1.0,1.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
1804,1600,Wang Changtian,57.0,China,Beijing,"TV, movie production",Media & Entertainment,China,,True,D,M,Wang,Changtian,,,,1965.0,4.0,26.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1804,1600,Ning Wang & family,36.0,China,Beijing,Toys,Media & Entertainment,China,,True,D,M,Wang,Ning,,,,1987.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1804,1600,Scott Watterson,67.0,United States,Logan,Fitness equipment,Technology,United States,,True,E,M,Watterson,Scott,,Utah,West,1955.0,5.0,18.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1804,1600,Dan Wilks,66.0,United States,Cisco,Natural gas,Energy,United States,,True,U,M,Wilks,Dan,,Texas,South,1956.0,5.0,30.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1804,1600,Alan Wilson,82.0,Australia,Melbourne,Retailing,Fashion & Retail,Australia,,False,Split Family Fortune,M,Wilson,Alan,,,,1940.0,10.0,28.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
1804,1600,Bruce Wilson,76.0,Australia,Melbourne,Retailing,Fashion & Retail,Australia,,False,Split Family Fortune,M,Wilson,Bruce,,,,1946.0,4.0,19.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
1804,1600,John Wilson,85.0,Australia,Melbourne,Retailing,Fashion & Retail,Australia,,False,Split Family Fortune,M,Wilson,John,,,,1937.0,12.0,31.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
1804,1600,Anthony Wood,57.0,United States,Palo Alto,Roku,Technology,United States,,True,D,M,Wood,Anthony,,California,West,1965.0,12.0,4.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1804,1600,Wu Ying,58.0,China,Xianyang,Materials,Manufacturing,China,,True,D,M,Wu,Ying,,,,1964.0,4.0,16.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1804,1600,Wu Yulan,53.0,China,Lianyungang,Pharmaceuticals,Healthcare,China,,True,D,F,Wu,Yulan,,,,1969.0,8.0,26.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1804,1600,Zhongyi Wu,49.0,China,Xiamen,electronics,Technology,China,,True,D,M,Wu,Zhongyi,,,,1973.0,10.0,28.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1804,1600,Xiang Guangming & family,59.0,China,Wenzhou,Waste disposal,Manufacturing,China,,True,D,M,Xiang,Guangming,,,,1963.0,10.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1804,1600,Xue Xiangdong & family,64.0,China,Beijing,Software,Technology,China,,True,D,M,Xue,Xiangdong,,,,1959.0,2.0,10.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1804,1600,George Yancopoulos,63.0,United States,Yorktown Heights,Pharmaceuticals,Healthcare,United States,,True,U,M,Yancopoulos,George,,New York,Northeast,1959.0,9.0,10.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1804,1600,Steven Meng Yang & family,40.0,China,Changsha,Electronics,Technology,China,,True,D,M,Yang,Steven Meng,,,,1982.0,5.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1804,1600,Ye Fan & family,52.0,China,Dongguan,Auto dealerships,Automotive,China,,True,D,M,Ye,Fan,,,,1971.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1804,1600,Yi Dasheng,62.0,China,Changsha,Conglomerate,Diversified,China,,True,D,M,Yi,Dasheng,,,,1961.0,2.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1804,1600,Yu Lili,55.0,China,Changsha,Electronic components,Manufacturing,China,,True,D,F,Yu,Lili,,,,1968.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1804,1600,Zeng Kaitian,48.0,China,Shanghai,Online games,Technology,China,,True,D,M,Zeng,Kaitian,,,,1975.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1804,1600,Zhang Xuexin & family,75.0,China,Liaocheng,Aluminum,Metals & Mining,China,,True,D,M,Zhang,Xuexin,,,,1947.0,7.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1804,1600,Yubai Zhang,58.0,China,Suqian,Wine,Food & Beverage,China,,True,D,M,Zhang,Yubai,,,,1964.0,10.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1804,1600,Fredrik Österberg,52.0,Sweden,Stockholm,Gambling products,Gambling & Casinos,Sweden,,True,U,M,Österberg,Fredrik,,,,1971.0,1.0,19.0,110.51,1.8,"$530,832,908,738 ",67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
1905,1500,Shiv Kishan Agrawal,82.0,India,Nagpur,Snacks,Food & Beverage,India,,False,N,M,Agrawal,Shiv Kishan,,,,1941.0,1.0,1.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1905,1500,Aziz Akhannouch & family,62.0,Morocco,Casablanca,"Petroleum, diversified",Diversified,Morocco,,False,D,M,Akhannouch,Aziz,,,,1961.0,1.0,1.0,111.07,0.2,"$118,725,279,596 ",35.9,113.9,76.5,21.9,45.8,36910560.0,31.791702,-7.09262
1905,1500,Hamdi Akin & family,68.0,Turkey,Istanbul,Diversified,Diversified,Turkey,,True,E,M,Akin,Hamdi,,,,1955.0,1.0,1.0,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
1905,1500,Nerio Alessandri,61.0,Italy,Cesena,Gym equipment,Manufacturing,Italy,,True,U,M,Alessandri,Nerio,,,,1961.0,4.0,8.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
1905,1500,Alexandra Andresen,26.0,Norway,Oslo,Investments,Diversified,Norway,,False,U,F,Andresen,Alexandra,,,,1996.0,7.0,23.0,120.27,2.2,"$403,336,363,636 ",82.0,100.3,82.8,23.9,36.2,5347896.0,60.472024,8.468946
1905,1500,Katharina Andresen,27.0,Norway,Oslo,Investments,Diversified,Norway,,False,U,F,Andresen,Katharina,,,,1995.0,5.0,21.0,120.27,2.2,"$403,336,363,636 ",82.0,100.3,82.8,23.9,36.2,5347896.0,60.472024,8.468946
1905,1500,Patricia Angelini Rossi,68.0,Chile,Santiago,"Forestry, mining",Diversified,Chile,,False,U,F,Angelini Rossi,Patricia,,,,1954.0,4.0,5.0,131.91,2.6,"$282,318,159,745 ",88.5,101.4,80.0,18.2,34.0,18952038.0,-35.675147,-71.542969
1905,1500,Mori Arkin,70.0,Israel,Herzliya Pituach,Pharmaceuticals,Healthcare,Israel,,True,D,M,Arkin,Mori,,,,1952.0,9.0,24.0,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612
1905,1500,Barbara Benetton,53.0,Italy,Campodoro,"Fashion retail, investments",Fashion & Retail,Italy,,False,U,F,Benetton,Barbara,,,,1969.0,7.0,2.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
1905,1500,Angela Bennett,79.0,Australia,Perth,Mining,Metals & Mining,Australia,,False,U,F,Bennett,Angela,,,,1944.0,4.0,1.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
1905,1500,Zadik Bino & family,79.0,Israel,Tel Aviv,"Banking, oil",Diversified,Israel,,True,D,M,Bino,Zadik,,,,1944.0,1.0,1.0,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612
1905,1500,Paolo Bulgari,85.0,Italy,Rome,Luxury goods,Fashion & Retail,Italy,,False,E,M,Bulgari,Paolo,,,,1937.0,9.0,8.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
1905,1500,Saket Burman,46.0,United Arab Emirates,Dubai,Consumer goods,Food & Beverage,United Kingdom,,False,D,M,Burman,Saket,,,,1977.0,3.0,10.0,114.52,-1.9,"$421,142,267,938 ",36.8,108.4,77.8,0.1,15.9,9770529.0,23.424076,53.847818
1905,1500,Ahmet Calik,65.0,Turkey,Istanbul,"Energy, banking, construction",Diversified,Turkey,,True,E,M,Calik,Ahmet,,,,1958.0,3.0,1.0,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
1905,1500,Safra Catz,61.0,United States,Redwood City,Software,Technology,United States,Oracle,True,E,F,Catz,Safra,CEO,California,South,1961.0,12.0,13.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,Chang Kuo-Hua,68.0,Taiwan,Taipei,"Shipping, airlines",Logistics,Taiwan,,False,D,M,Chang,Kuo-Hua,,,,1955.0,1.0,1.0,,,,,,,,,,,
1905,1500,Chu Jian,60.0,China,Hangzhou,Manufacturing,Manufacturing,China,,True,U,M,Chu,Jian,,,,1963.0,4.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Sandor Csanyi,70.0,Hungary,Budapest,"Finance, real estate",Diversified,Hungary,,True,U,M,Csanyi,Sandor,,,,1953.0,3.0,20.0,121.64,3.3,"$160,967,157,504 ",48.5,100.8,75.8,23.0,37.9,9769949.0,47.162494,19.503304
1905,1500,Ana Lucia de Mattos Barretto Villela,49.0,Brazil,Sao Paulo,Banking,Finance & Investments,Brazil,,False,D,F,de Mattos Barretto Villela,Ana Lucia,,,,1973.0,10.0,25.0,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
1905,1500,Federico De Nora,55.0,Italy,Milan,Electrodes,Manufacturing,Italy,,False,D,M,De Nora,Federico,,,,1968.0,3.0,23.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
1905,1500,Bharat Desai,70.0,United States,Fisher Island,IT consulting,Technology,United States,Syntel,True,E,M,Desai,Bharat,Chairman and Co-founder,Florida,South,1952.0,11.0,20.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,Mohammed Dewji,47.0,Tanzania,Dar es Salaam,Diversified,Diversified,Tanzania,,False,E,M,Dewji,Mohammed,,,,1975.0,5.0,8.0,187.43,3.5,"$63,177,068,175 ",4.0,94.2,65.0,11.5,43.8,58005463.0,-6.369028,34.888822
1905,1500,Egon Durban,49.0,United States,Atherton,Private equity,Finance & Investments,United States,,True,E,M,Durban,Egon,,California,West,1973.0,8.0,23.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,Fu Mingkang & family,60.0,China,Ningbo,Manufacturing,Manufacturing,China,,True,D,M,Fu,Mingkang,,,,1963.0,3.0,17.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Alan Gerry,94.0,United States,Liberty,Cable television,Media & Entertainment,United States,,True,E,M,Gerry,Alan,,New York,Northeast,1928.0,12.0,25.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,Philippe Ginestet & family,69.0,France,Pujols,Retail stores,Fashion & Retail,France,,True,D,M,Ginestet,Philippe,,,,1954.0,1.0,1.0,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749
1905,1500,G. Gnanalingam,78.0,Malaysia,Kuala Lumpur,Ports,Logistics,Malaysia,,True,D,M,Gnanalingam,G.,,,,1944.0,9.0,10.0,121.46,0.7,"$364,701,517,788 ",45.1,105.3,76.0,12.0,38.7,32447385.0,4.210484,101.975766
1905,1500,Esther Grether,87.0,Switzerland,Basel,Art collection,Fashion & Retail,Switzerland,,False,E,F,Grether,Esther,,,,1936.0,1.0,1.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
1905,1500,Wei Gu,58.0,China,Shenzhen,Consumer electronics,Manufacturing,China,,True,E,M,Gu,Wei,,,,1965.0,1.0,27.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Patrick Hanrahan,67.0,United States,Portola Valley,Software,Technology,United States,,True,D,M,Hanrahan,Patrick,,California,West,1955.0,5.0,8.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,Kenneth Hao,54.0,United States,Hillsborough,Private equity,Finance & Investments,United States,,True,E,M,Hao,Kenneth,,California,West,1968.0,9.0,11.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,Jaroslav Hascak & family,53.0,Slovakia,Bratislava,Investments,Finance & Investments,Slovakia,,True,U,M,Hascak,Jaroslav,,,,1969.0,8.0,30.0,115.34,2.7,"$105,422,304,976 ",46.6,98.7,77.2,18.7,49.7,5454073.0,48.669026,19.699024
1905,1500,He Zhenggang,69.0,China,Leshan,Chemicals,Manufacturing,China,,True,D,M,He,Zhenggang,,,,1954.0,3.0,25.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Niranjan Hiranandani,73.0,India,Mumbai,Real estate,Real Estate,India,,True,E,M,Hiranandani,Niranjan,,,,1950.0,3.0,8.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1905,1500,Ho Hung Anh,52.0,Vietnam,Hanoi,"Consumer products, banking",Finance & Investments,Vietnam,,True,D,M,Ho,Hung Anh,,,,1970.0,6.0,8.0,163.52,2.8,"$261,921,244,843 ",28.5,110.6,75.3,19.1,37.6,96462106.0,14.058324,108.277199
1905,1500,Archie Hwang,70.0,Taiwan,Taipei,Semiconductors,Technology,Taiwan,,True,D,M,Hwang,Archie,,,,1952.0,8.0,20.0,,,,,,,,,,,
1905,1500,Peter Jackson,61.0,New Zealand,Wellington,"Movies, digital effects",Media & Entertainment,New Zealand,Film,True,E,M,Jackson,Peter,Director,,,1961.0,10.0,31.0,114.24,1.6,"$206,928,765,544 ",82.0,100.0,81.9,29.0,34.6,4841000.0,-40.900557,174.885971
1905,1500,Stephen Jarislowsky,97.0,Canada,Montreal,Money management,Finance & Investments,Canada,Jarislowsky & Fraser,True,D,M,Jarislowsky,Stephen,Cofounder and Chairman,,,1925.0,9.0,9.0,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
1905,1500,Rajeev Juneja,57.0,India,Delhi,Phamaceuticals,Healthcare,India,,True,U,M,Juneja,Rajeev,,,,1965.0,7.0,28.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1905,1500,Ramesh Juneja,67.0,India,Delhi,Pharmaceuticals,Healthcare,India,,True,U,M,Juneja,Ramesh,,,,1955.0,7.0,28.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1905,1500,Ke Xiping & family,62.0,China,Xiamen,Investments,Diversified,China,,True,E,M,Ke,Xiping,,,,1960.0,6.0,7.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Kim Jun-ki,78.0,South Korea,Seoul,Diversified,Diversified,South Korea,Dongbu Insurance Co. Ltd.,True,U,M,Kim,Jun-ki,,,,1944.0,12.0,4.0,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922
1905,1500,Sidney Kimmel,95.0,United States,New York,Retail,Fashion & Retail,United States,,True,E,M,Kimmel,Sidney,,New York,Northeast,1928.0,1.0,16.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,Jim Koch,73.0,United States,Newton,Beer,Food & Beverage,United States,,True,D,M,Koch,Jim,,Massachusetts,Northeast,1949.0,5.0,27.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,Raj Kumar,68.0,Singapore,Singapore,"Real estate, hotels",Real Estate,Singapore,,True,Split Family Fortune,M,Kumar,Raj,,,,1954.0,5.0,25.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
1905,1500,Spiro Latsis & family,76.0,Switzerland,Geneva,"Banking, shipping",Diversified,Greece,,False,R,M,Latsis,Spiro,,,,1946.0,8.0,15.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
1905,1500,Peter Leibinger,56.0,Germany,Schwieberdingen,Machine tools,Manufacturing,Germany,,False,D,M,Leibinger,Peter,,,,1967.0,1.0,1.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
1905,1500,Regine Leibinger,60.0,Germany,Berlin,Machine tools,Manufacturing,Germany,,False,D,F,Leibinger,Regine,,,,1963.0,1.0,1.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
1905,1500,Nicola Leibinger-Kammueller,63.0,Germany,Berlin,Manufacturing,Manufacturing,Germany,,False,D,F,Leibinger-Kammueller,Nicola,,,,1959.0,12.0,15.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
1905,1500,Li Jianli,50.0,China,Shenzhen,Lithium-ion battery cap,Manufacturing,China,,True,D,M,Li,Jianli,,,,1972.0,9.0,27.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Li Jiaquan,59.0,China,Chengdu,Chemicals,Manufacturing,China,,True,D,M,Li,Jiaquan,,,,1963.0,9.0,6.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Li Rucheng,71.0,China,Ningbo,Apparel,Fashion & Retail,China,,True,D,M,Li,Rucheng,,,,1951.0,6.0,13.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Li Shui-po,66.0,China,Kunshan,Stainless steel products,Manufacturing,Taiwan,,True,U,M,Li,Shui-po,,,,1956.0,8.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Scott Lin,90.0,Taiwan,Taichung,Optical components,Technology,Taiwan,,True,U,M,Lin,Scott,,,,1933.0,1.0,1.0,,,,,,,,,,,
1905,1500,Liu Xiucai & family,66.0,China,Shanghai,Chemicals,Manufacturing,United States,,True,D,M,Liu,Xiucai,,,,1957.0,3.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Lu Zhongfang,80.0,China,Tonghua,Education,Automotive,China,,True,D,F,Lu,Zhongfang,,,,1942.0,12.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Lu Zongjun,59.0,China,Shanghai,Logistics,Logistics,China,,True,D,M,Lu,Zongjun,,,,1963.0,6.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1905,1500,Youssef Mansour,77.0,Egypt,Cairo,Diversified,Diversified,Egypt,,True,E,M,Mansour,Youssef,,,,1945.0,5.0,21.0,288.57,9.2,"$303,175,127,598 ",35.2,106.3,71.8,12.5,44.4,100388073.0,26.820553,30.802498
1905,1500,Bruce Mathieson,79.0,Australia,Gold Coast,Hotels,Real Estate,Australia,,True,D,M,Mathieson,Bruce,,,,1944.0,2.0,14.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
1905,1500,Romano Minozzi,88.0,Italy,Spilamberto,"Utilities, diversified",Diversified,Italy,,True,D,M,Minozzi,Romano,,,,1935.0,3.0,6.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
1905,1500,Greg Mondre,48.0,United States,New York,Private equity,Finance & Investments,United States,,True,E,M,Mondre,Greg,,New York,Northeast,1974.0,5.0,20.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,Mario Moretti Polegato & family,70.0,Italy,Crocetta del Montello,Shoes,Fashion & Retail,Italy,,True,D,M,Moretti Polegato,Mario,,,,1952.0,8.0,16.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
1905,1500,Robert Mouawad,78.0,Bahrain,Manama,Fine jewelry,Service,Lebanon,,False,E,M,Mouawad,Robert,,,,1945.0,1.0,1.0,117.59,2.1,"$38,574,069,149 ",50.5,99.4,77.2,4.2,13.8,1501635.0,26.0667,50.5577
1905,1500,Jerry Moyes & family,79.0,United States,Tolleson,Transportation,Logistics,United States,,True,U,M,Moyes,Jerry,,Arizona,West,1944.0,1.0,15.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,John Ocampo,63.0,United States,Los Altos,Semiconductors,Technology,United States,,True,U,M,Ocampo,John,,California,West,1959.0,4.0,5.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,Stefan Olsson,74.0,United Kingdom,London,Diversified,Diversified,Sweden,,False,U,M,Olsson,Stefan,,,,1949.0,1.0,1.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
1905,1500,Rubens Ometto Silveira Mello,73.0,Brazil,Sao Paulo,"Sugar, ethanol",Energy,Brazil,,False,D,M,Ometto Silveira Mello,Rubens,,,,1950.0,1.0,1.0,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
1905,1500,Anne Marie See Pastor,,,,Finance,Finance & Investments,Peru,,False,Split Family Fortune,F,Pastor,Anne Marie See,,,,,,,,,,,,,,,,,
1905,1500,George Pastor,,,,Finance,Finance & Investments,Peru,,False,Split Family Fortune,M,Pastor,George,,,,,,,,,,,,,,,,,
1905,1500,Nelson Peltz,80.0,United States,Bedford,Investments,Finance & Investments,United States,Trian Fund Management,True,D,M,Peltz,Nelson,Founder,New York,Northeast,1942.0,6.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1905,1500,David Penaloza Alanis,49.0,Mexico,Mexico City,Toll roads,Construction & Engineering,Mexico,,False,U,M,Penaloza Alanis,David,,,,1974.0,1.0,1.0,141.54,3.6,"$1,258,286,717,125 ",40.2,105.8,75.0,13.1,55.1,126014024.0,23.634501,-102.552784
1905,1500,Karl-Johan Persson,48.0,Sweden,Stockholm,H&M,Fashion & Retail,Sweden,,False,E,M,Persson,Karl-Johan,,,,1975.0,3.0,25.0,110.51,1.8,"$530,832,908,738 ",67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
